indicator_code,indicator_name,year,start_year,end_year,dimension_type,dimension_code,dimension_name,numeric,value
MORT_100,"Number of deaths in children aged <5 years, by cause",2004,2004,2004,SEX,SEX_BTSX,Both sexes,6305.73576,6305.7
MORT_200,Deaths per 1 000 live births,2015,2015,2015,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.02281,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1997,1997,1997,SEX,SEX_BTSX,Both sexes,107.409206208,107.4 [94.7-120.8]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1991,1991,1991,SEX,SEX_BTSX,Both sexes,34631.0,34 631 [24 522-47 095]
MORT_200,Deaths per 1 000 live births,2009,2009,2009,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.53943,1.5
MORT_300,Distribution of causes of death among children aged < 5 years (%),2009,2009,2009,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.26057,0.3
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1984,1984,1984,SEX,SEX_FMLE,Female,197.893209453,197.9 [182.3-214.0]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1990,1990,1990,SEX,SEX_FMLE,Female,24.173409126,24.2 [20.8-28.4]
MORT_100,"Number of deaths in children aged <5 years, by cause",2001,2001,2001,SEX,SEX_BTSX,Both sexes,46072.28927,46072.3
MORT_100,"Number of deaths in children aged <5 years, by cause",2013,2013,2013,SEX,SEX_BTSX,Both sexes,10155.08691,10155.1
MORT_200,Deaths per 1 000 live births,2000,2000,2000,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,2015,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1990,1990,1990,SEX,SEX_FMLE,Female,96.47533891,96.5 [89.8-103.6]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2000,2000,2000,SEX,SEX_MLE,Male,21.183556497,21.2 [18.9-23.9]
CM_02,Number of infant deaths,1998,1998,1998,SEX,SEX_MLE,Male,282313.0,282 313 [264 513-301 163]
CM_01,Number of under-five deaths,2011,2011,2011,SEX,SEX_MLE,Male,486673.0,486 673 [441 849-536 888]
MORT_200,Deaths per 1 000 live births,2007,2007,2007,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,1.69827,1.7
MORT_200,Deaths per 1 000 live births,2007,2007,2007,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,5.07027,5.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2011,2011,2011,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.01311,0
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2007,2007,2007,SEX,SEX_MLE,Male,57281.0,57 281 [50 799-64 246]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2021,2021,2021,SEX,SEX_MLE,Male,8.585693118,8.6 [5.7-12.5]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2008,2008,2008,SEX,SEX_FMLE,Female,70.028500396,70.0 [64.7-75.7]
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2002,2002,2002,SEX,SEX_BTSX,Both sexes,29.17772162,29.2 [26.0-32.7]
MORT_100,"Number of deaths in children aged <5 years, by cause",2001,2001,2001,SEX,SEX_BTSX,Both sexes,5240.09326,5240.1
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2022,2022,2022,SEX,SEX_MLE,Male,7.100705588,7.1 [1.9-15.2]
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1995,1995,1995,SEX,SEX_FMLE,Female,33.33184503,33.3 [29.1-38.5]
MORT_200,Deaths per 1 000 live births,2009,2009,2009,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,5.27993,5.3
CM_02,Number of infant deaths,1995,1995,1995,SEX,SEX_MLE,Male,275274.0,275 274 [257 925-293 724]
MORT_200,Deaths per 1 000 live births,2008,2008,2008,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,9.05367,9.1
MORT_100,"Number of deaths in children aged <5 years, by cause",2020,2020,2020,SEX,SEX_BTSX,Both sexes,48986.35564,48986.4
MORT_200,Deaths per 1 000 live births,2011,2011,2011,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,4.83095,4.8
MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,2015,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.03071,0
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),2018,2018,2018,SEX,SEX_BTSX,Both sexes,36.322491265,36.3 [28.7-47.0]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2023,2023,2023,SEX,SEX_MLE,Male,21112.0,21 112 [13 185-31 651]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1977,1977,1977,SEX,SEX_MLE,Male,124.467259769,124.5 [112.6-137.3]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2004,2004,2004,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.08363,0.1
MORT_200,Deaths per 1 000 live births,2017,2017,2017,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,10.17197,10.2
MORT_200,Deaths per 1 000 live births,2012,2012,2012,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00951,0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2000,2000,2000,SEX,SEX_FMLE,Female,15260.0,15 260 [9085-21 806]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2000,2000,2000,SEX,SEX_FMLE,Female,89.239298863,89.2 [83.5-95.4]
MORT_100,"Number of deaths in children aged <5 years, by cause",2017,2017,2017,SEX,SEX_BTSX,Both sexes,0.0,0.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2006,2006,2006,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.02558,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2008,2008,2008,SEX,SEX_BTSX,Both sexes,174368.2037714,174 368
MORT_200,Deaths per 1 000 live births,2014,2014,2014,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,11.43318,11.4
MORT_200,Deaths per 1 000 live births,2016,2016,2016,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.44615,0.4
MORT_100,"Number of deaths in children aged <5 years, by cause",2005,2005,2005,SEX,SEX_BTSX,Both sexes,9566.22272,9566.2
MORT_100,"Number of deaths in children aged <5 years, by cause",2004,2004,2004,SEX,SEX_BTSX,Both sexes,100.3583,100.4
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2007,2007,2007,SEX,SEX_BTSX,Both sexes,26.047202661,26.0 [23.0-29.4]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,2015,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.31184,0.3
MORT_100,"Number of deaths in children aged <5 years, by cause",2006,2006,2006,SEX,SEX_BTSX,Both sexes,0.0,0.0
MORT_200,Deaths per 1 000 live births,2005,2005,2005,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,3.40705,3.4
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2010,2010,2010,SEX,SEX_BTSX,Both sexes,8.460701552,8.5 [4.7-12.5]
MORT_200,Deaths per 1 000 live births,2005,2005,2005,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,9.31557,9.3
MORT_200,Deaths per 1 000 live births,2015,2015,2015,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,16.49389,16.5
MORT_300,Distribution of causes of death among children aged < 5 years (%),2013,2013,2013,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0
MORT_200,Deaths per 1 000 live births,2005,2005,2005,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,11.09484,11.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2008,2008,2008,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.08003,0.1
MORT_100,"Number of deaths in children aged <5 years, by cause",2010,2010,2010,SEX,SEX_BTSX,Both sexes,12594.72789309,12 595
CM_01,Number of under-five deaths,1997,1997,1997,SEX,SEX_FMLE,Female,446270.0,446 270 [418 297-476 261]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2017,2017,2017,SEX,SEX_BTSX,Both sexes,15.640505676,15.6 [10.5-22.1]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2003,2003,2003,SEX,SEX_BTSX,Both sexes,21.051881091,21.1 [16.9-25.5]
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2013,2013,2013,SEX,SEX_BTSX,Both sexes,115789.0,115 789 [100 165-134 048]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2023,2023,2023,SEX,SEX_BTSX,Both sexes,74173.0,74 173 [43 430-123 897]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1998,1998,1998,SEX,SEX_BTSX,Both sexes,172.775835818,172.8 [155.2-191.9]
MORT_100,"Number of deaths in children aged <5 years, by cause",2011,2011,2011,SEX,SEX_BTSX,Both sexes,178470.181573862,178 470
MORT_100,"Number of deaths in children aged <5 years, by cause",2004,2004,2004,SEX,SEX_BTSX,Both sexes,0.0,0.0
CM_03,Number of neonatal deaths,2000,2000,2000,SEX,SEX_BTSX,Both sexes,256672.0,256 672 [231 080-283 905]
MORT_200,Deaths per 1 000 live births,2002,2002,2002,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,23.67263,23.7
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1990,1990,1990,SEX,SEX_MLE,Male,16111.0,16 111 [7800-24 764]
MORT_100,"Number of deaths in children aged <5 years, by cause",2000,2000,2000,SEX,SEX_BTSX,Both sexes,283.74631,283.7
MORT_200,Deaths per 1 000 live births,2003,2003,2003,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,3.33525,3.3
MORT_200,Deaths per 1 000 live births,2002,2002,2002,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,1.89773,1.9
MORT_100,"Number of deaths in children aged <5 years, by cause",2001,2001,2001,SEX,SEX_BTSX,Both sexes,22666.998325061,22 667
MORT_200,Deaths per 1 000 live births,2001,2001,2001,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,3.56475,3.6
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1985,1985,1985,SEX,SEX_FMLE,Female,198.406967604,198.4 [183.3-214.0]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,2014,2014,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.01301,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2013,2013,2013,SEX,SEX_BTSX,Both sexes,74546.28903,74546.3
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1990,1990,1990,SEX,SEX_BTSX,Both sexes,29.953943915,30.0 [21.7-39.1]
MORT_200,Deaths per 1 000 live births,2002,2002,2002,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.04813,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2011,2011,2011,SEX,SEX_BTSX,Both sexes,1063.11757,1063.1
CM_01,Number of under-five deaths,1990,1990,1990,SEX,SEX_BTSX,Both sexes,99066.0,99 066 [86 714-112 780]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2007,2007,2007,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.03551,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2014,2014,2014,SEX,SEX_BTSX,Both sexes,0.0,0.0
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1973,1973,1973,SEX,SEX_MLE,Male,143.435412429,143.4 [128.5-161.0]
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2021,2021,2021,SEX,SEX_MLE,Male,20.137139935,20.1 [15.4-27.6]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2003,2003,2003,SEX,SEX_BTSX,Both sexes,207.568457006,207.6 [190.9-226.3]
CM_02,Number of infant deaths,1971,1971,1971,SEX,SEX_MLE,Male,205900.0,205 900 [184 518-231 713]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2005,2005,2005,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00098,0
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1997,1997,1997,SEX,SEX_MLE,Male,22.879064566,22.9 [20.2-26.1]
MORT_100,"Number of deaths in children aged <5 years, by cause",2016,2016,2016,SEX,SEX_BTSX,Both sexes,150.97952,151.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1990,1990,1990,SEX,SEX_BTSX,Both sexes,253.041572203,253.0 [224.7-283.3]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2008,2008,2008,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00118,0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2020,2020,2020,SEX,SEX_BTSX,Both sexes,36108.0,36 108 [25 575-50 893]
MORT_100,"Number of deaths in children aged <5 years, by cause",2009,2009,2009,SEX,SEX_BTSX,Both sexes,30555.41824,30555.4
MORT_100,"Number of deaths in children aged <5 years, by cause",2012,2012,2012,SEX,SEX_BTSX,Both sexes,12348.155487061,12 348
MORT_100,"Number of deaths in children aged <5 years, by cause",2005,2005,2005,SEX,SEX_BTSX,Both sexes,1342.63854,1342.6
MORT_200,Deaths per 1 000 live births,2008,2008,2008,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.61398,0.6
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1993,1993,1993,SEX,SEX_BTSX,Both sexes,15.59083209,15.6 [11.5-20.6]
MORT_200,Deaths per 1 000 live births,2005,2005,2005,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,3.16989,3.2
CM_01,Number of under-five deaths,1981,1981,1981,SEX,SEX_BTSX,Both sexes,724788.0,724 788 [665 146-786 980]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1996,1996,1996,SEX,SEX_FMLE,Female,21.718277757,21.7 [19.1-24.9]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2010,2010,2010,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.01832,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1999,1999,1999,SEX,SEX_BTSX,Both sexes,228.781171395,228.8 [208.1-250.6]
MORT_200,Deaths per 1 000 live births,2007,2007,2007,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.49468,0.5
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1992,1992,1992,SEX,SEX_MLE,Male,16411.0,16 411 [8515-24 963]
MORT_200,Deaths per 1 000 live births,2016,2016,2016,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,1.92777,1.9
MORT_100,"Number of deaths in children aged <5 years, by cause",2020,2020,2020,SEX,SEX_BTSX,Both sexes,0.0,0.0
CM_01,Number of under-five deaths,2001,2001,2001,SEX,SEX_MLE,Male,507010.0,507 010 [475 700-541 198]
CM_04,Number of deaths among children ages 5 to 9 years,2007,2007,2007,SEX,SEX_FMLE,Female,36414.0,36 414 [32 385-41 023]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2007,2007,2007,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.015,0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2017,2017,2017,SEX,SEX_MLE,Male,19689.0,19 689 [14 537-26 549]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2004,2004,2004,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.01213,0
MORT_200,Deaths per 1 000 live births,2000,2000,2000,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,3.67188,3.7
MORT_200,Deaths per 1 000 live births,2014,2014,2014,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,2.15457,2.2
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,2014,2014,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.03246,0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2015,2015,2015,SEX,SEX_FMLE,Female,16787.0,16 787 [7082-28 000]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2004,2004,2004,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0224,0
MORT_200,Deaths per 1 000 live births,2010,2010,2010,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2001,2001,2001,SEX,SEX_BTSX,Both sexes,176.753083663,176.8 [165.9-188.6]
MORT_100,"Number of deaths in children aged <5 years, by cause",2008,2008,2008,SEX,SEX_BTSX,Both sexes,39786.18593,39786.2
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1978,1978,1978,SEX,SEX_FMLE,Female,103.682474513,103.7 [93.9-114.2]
MORT_100,"Number of deaths in children aged <5 years, by cause",2012,2012,2012,SEX,SEX_BTSX,Both sexes,1053.76064,1053.8
MORT_200,Deaths per 1 000 live births,2016,2016,2016,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,19.02348,19
MORT_100,"Number of deaths in children aged <5 years, by cause",2000,2000,2000,SEX,SEX_BTSX,Both sexes,108881.5078,108881.5
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1992,1992,1992,SEX,SEX_FMLE,Female,33772.0,33 772 [24 348-44 106]
CM_01,Number of under-five deaths,1999,1999,1999,SEX,SEX_BTSX,Both sexes,951095.0,951 095 [893 224-1 013 762]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2006,2006,2006,SEX,SEX_MLE,Male,88.578765885,88.6 [82.4-95.2]
MORT_200,Deaths per 1 000 live births,2017,2017,2017,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,2.13341,2.1
MORT_200,Deaths per 1 000 live births,2005,2005,2005,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,17.4358,17.4
MORT_200,Deaths per 1 000 live births,2014,2014,2014,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,3.17853,3.2
MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,2015,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.31611,0.3
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2007,2007,2007,SEX,SEX_BTSX,Both sexes,157.68921359,157.7 [144.9-171.5]
MORT_100,"Number of deaths in children aged <5 years, by cause",2009,2009,2009,SEX,SEX_BTSX,Both sexes,71476.48664,71476.5
MORT_300,Distribution of causes of death among children aged < 5 years (%),2011,2011,2011,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.07872,0.1
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2009,2009,2009,SEX,SEX_MLE,Male,15955.0,15 955 [13 182-19 225]
CM_01,Number of under-five deaths,2018,2018,2018,SEX,SEX_MLE,Male,467037.0,467 037 [377 648-590 160]
CM_01,Number of under-five deaths,2015,2015,2015,SEX,SEX_BTSX,Both sexes,145527.0,145 527 [123 552-172 067]
MORT_200,Deaths per 1 000 live births,2002,2002,2002,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,2.67324,2.7
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2006,2006,2006,SEX,SEX_BTSX,Both sexes,124.153867891,124.2 [113.2-135.7]
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1994,1994,1994,SEX,SEX_MLE,Male,35.76808416,35.8 [31.4-41.2]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2006,2006,2006,SEX,SEX_MLE,Male,17126.0,17 126 [10 142-24 349]
MORT_200,Deaths per 1 000 live births,2000,2000,2000,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,3.46887,3.5
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2006,2006,2006,SEX,SEX_MLE,Male,56639.0,56 639 [50 425-63 400]
MORT_200,Deaths per 1 000 live births,2002,2002,2002,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,12.79549,12.8
MORT_300,Distribution of causes of death among children aged < 5 years (%),2005,2005,2005,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00107,0
CM_03,Number of neonatal deaths,2023,2023,2023,SEX,SEX_BTSX,Both sexes,252871.0,252 871 [169 694-380 413]
MORT_100,"Number of deaths in children aged <5 years, by cause",2008,2008,2008,SEX,SEX_BTSX,Both sexes,126963.7854,126963.8
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1981,1981,1981,SEX,SEX_BTSX,Both sexes,210.004241928,210.0 [192.5-228.4]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2005,2005,2005,SEX,SEX_BTSX,Both sexes,9.324258837,9.3 [5.6-13.1]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2010,2010,2010,SEX,SEX_MLE,Male,16.400105709,16.4 [14.4-18.6]
MORT_100,"Number of deaths in children aged <5 years, by cause",2008,2008,2008,SEX,SEX_BTSX,Both sexes,34901.38002065,34 901
MORT_200,Deaths per 1 000 live births,2009,2009,2009,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,4.63484,4.6
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1994,1994,1994,SEX,SEX_BTSX,Both sexes,205.831091845,205.8 [192.9-219.8]
CM_01,Number of under-five deaths,2001,2001,2001,SEX,SEX_BTSX,Both sexes,948492.0,948 492 [890 680-1 011 604]
CM_01,Number of under-five deaths,2006,2006,2006,SEX,SEX_BTSX,Both sexes,198616.0,198 616 [183 449-215 356]
MORT_200,Deaths per 1 000 live births,2014,2014,2014,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.4542,0.5
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2009,2009,2009,SEX,SEX_FMLE,Female,8.245002753,8.2 [4.6-12.0]
